title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr41267396	91.0	17.4	5	5	2	20.9580412919036	105.766808017434	Hà Đông	Hà Nội
Nhà riêng tại đường Kim Đồng	pr42158054	50.0	21.9	4	6	2	20.9838735479065	105.84309860728	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Imperial Plaza	pr42101696	130.0	8.0	4	3	2	20.9848105445838	105.838721994266	Thanh Xuân	Hà Nội
Nhà riêng tại đường Trần Phú	pr41839790	46.0	10.57	2	3	2	20.975148518611	105.785494317632	Hà Đông	Hà Nội
Căn hộ chung cư tại Bamboo Airways Tower	pr42642609	98.0	8.8	3	2	2	21.034520457070364	105.79548639872844	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khai Sơn Hill	pr40239865	100.0	19.0	4	6	1	21.069172297848866	105.87835944057508	Long Biên	Hà Nội
Căn hộ chung cư tại PentStudio	pr40948916	179.0	18.0	2	2	2	21.0640926361084	105.80973815917967	Tây Hồ	Hà Nội
Nhà riêng tại đường Hoàng Mai	pr42591889	69.0	10.5	4	3	2	20.9884953433155	105.856648606124	Hoàng Mai	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	pr31643369	110.0	11.0	3	2	-1	21.0658321380615	105.826507568359	Tây Hồ	Hà Nội
Nhà riêng tại đường Vân Canh	pr41622763	45.0	10.5	3	4	2	21.0355785176093	105.732684762704	Hoài Đức	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Duyên Thái	pr42598235	84.6	9.3	4	4	2	20.8980151586401	105.856471024454	Thường Tín	Hà Nội
Nhà riêng tại đường Định Công Thượng	pr42645499	40.0	7.5	4	4	2	20.982717439904	105.821226278595	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu nhà ở xã Tân Lập - Cienco 5	pr42620689	75.0	11.0	4	4	2	21.073096463105433	105.71363602332832	Đan Phượng	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	pr41736567	48.0	18.0	5	3	2	21.046298970364	105.79928069416	Cầu Giấy	Hà Nội
Nhà riêng tại phố Trần Quốc Hoàn	pr42653412	60.0	18.5	4	3	2	21.041583503417	105.78610438485	Cầu Giấy	Hà Nội
Nhà mặt phố tại phố Nguyễn Ngọc Vũ	pr42656175	72.25	11.25	6	6	2	21.0118391101884	105.808400668593	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Kim Giang	pr39893551	79.0	21.99	5	4	2	20.9791213	105.8210801	Hoàng Mai	Hà Nội
Nhà riêng tại đường Mỹ Đình	pr41855364	40.0	7.5	1	1	2	21.0274953405912	105.774342266552	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	pr38835201	146.0	10.0	3	2	2	21.0658321380615	105.826507568359	Tây Hồ	Hà Nội
Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra	pr39748921	119.0	7.4	3	2	2	21.072135925293	105.810997009277	Tây Hồ	Hà Nội
Nhà biệt thự, liền kề tại Xanh Villas	pr39416640	258.0	14.0	5	4	-1	20.9901828765869	105.499954223633	Thạch Thất	Hà Nội
Nhà riêng tại đường Quang Trung	pr42619638	35.0	7.69	3	4	2	20.9559585184081	105.765988857199	Hà Đông	Hà Nội
Nhà mặt phố tại đường Quang Lãm	pr41011473	36.0	7.25	4	3	2	20.944996629139187	105.75719800649166	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại An Lạc Green Symphony	pr42491381	80.0	18.5	4	4	1	21.033290135932955	105.73203645159975	Hoài Đức	Hà Nội
Nhà riêng tại đường Trần Thái Tông	pr42655002	38.0	8.5	6	5	2	21.0317479214015	105.788607779888	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tam Khương	pr42611088	46.0	15.3	6	4	2	21.0043752107896	105.828179186007	Đống Đa	Hà Nội
Nhà riêng tại đường Vũ Trọng Khánh	pr42631247	76.0	10.9	6	6	2	20.9832017910244	105.782775265245	Hà Đông	Hà Nội
Nhà riêng tại đường Trúc Bạch	pr42590966	90.0	15.5	4	5	2	21.0478485140757	105.841723946536	Ba Đình	Hà Nội
Nhà riêng tại đường Hoàng Văn Thái	pr42583970	60.0	14.6	4	4	2	20.9965696113926	105.824600817237	Thanh Xuân	Hà Nội
Nhà riêng tại đường Tô Hiệu	pr42584344	50.0	9.9	4	5	2	20.9663569	105.7769556	Hà Đông	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr42604291	155.0	10.2	3	2	2	21.008465461286985	105.80289928302314	Cầu Giấy	Hà Nội
Nhà riêng tại phường Phương Canh	pr42580934	47.0	7.97	4	5	2	21.042450881839	105.737098954973	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại phường Ngọc Thụy	pr42592496	39.0	9.3	3	4	-1	21.059037002626	105.868169285682	Long Biên	Hà Nội
Nhà riêng tại phố Trung Kính	pr42611514	68.0	21.8	6	5	2	21.0117411859234	105.80114806953	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	pr42624331	50.0	12.5	4	3	2	21.0005867932586	105.827870532637	Thanh Xuân	Hà Nội
Nhà riêng tại đường Xuân Thủy	pr42515362	50.0	16.8	10	6	2	21.0369201759622	105.785529871442	Cầu Giấy	Hà Nội
Nhà riêng tại đường Cầu Giấy	pr42634942	46.0	15.8	5	5	2	21.0300174637424	105.801506039935	Cầu Giấy	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	pr42200787	146.0	17.5	3	2	1	21.0663127694218	105.826975293247	Tây Hồ	Hà Nội
Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra	pr42575194	153.0	12.8	4	2	2	21.07372842845589	105.823678208433	Tây Hồ	Hà Nội
Nhà riêng tại đường Võ Chí Công	pr42576941	38.0	12.5	4	5	2	21.0595073234605	105.804857639753	Tây Hồ	Hà Nội
Căn hộ chung cư tại Khu đô thị Yên Hòa	pr42591361	98.9	7.0	3	2	2	21.01830876197813	105.79498394350804	Cầu Giấy	Hà Nội
Nhà riêng tại đường Minh Khai	pr41123841	58.0	8.8	7	4	2	20.995738977019	105.860024959757	Hoàng Mai	Hà Nội
Nhà riêng tại phố Kim Mã	pr41629620	40.0	8.2	4	5	2	21.0317015571734	105.825260634394	Ba Đình	Hà Nội
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	pr38739708	110.0	17.0	3	2	2	21.0332698822021	105.816703796387	Ba Đình	Hà Nội
Nhà riêng tại đường Ngọc Hà	pr42594703	42.0	10.2	3	4	2	21.0379873062473	105.830318004575	Ba Đình	Hà Nội
Nhà riêng tại đường Ngọc Thụy	pr42599149	48.0	12.6	3	4	2	21.0495337444212	105.866510019648	Long Biên	Hà Nội
Nhà riêng tại đường Bồ Đề	pr42577252	60.0	9.95	4	5	2	21.038157710265	105.872288454275	Long Biên	Hà Nội
Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico	pr40215369	103.0	7.45	3	2	2	21.01764460688114	105.7804209774341	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại La Casta Văn Phú	pr39638813	117.0	7.6	3	2	-1	20.9634590148926	105.762763977051	Hà Đông	Hà Nội
Căn hộ chung cư tại đường Thành Thái	pr42597112	107.5	8.0	3	2	2	21.0298217480652	105.791747037846	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Mậu Lương	pr41990567	65.0	14.5	1	1	2	20.9581714576024	105.794563443659	Hà Đông	Hà Nội
Nhà riêng tại đường Yên Vĩnh	pr42596850	176.0	15.14	4	5	2	21.0517157129362	105.709496210636	Hoài Đức	Hà Nội
Căn hộ chung cư tại Mandarin Garden	pr42298445	160.0	16.0	3	2	2	21.00476162876752	105.79866364652185	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Xuân Phương Tasco	pr39362482	86.0	10.75	4	5	1	21.0253524780273	105.741302490234	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Giáp Bát	pr42582980	40.0	8.98	4	3	2	20.9852396652315	105.843589238581	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42598657	96.0	16.2	5	5	2	21.09646054822915	105.712028691069	Đan Phượng	Hà Nội
Nhà riêng tại đường Nguyễn Công Hoan	pr42382108	58.0	14.5	4	4	2	21.0271513247799	105.815298870546	Ba Đình	Hà Nội
Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico	pr42612229	145.0	8.9	4	3	2	21.01734395015609	105.780796918887	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại phố Phú Lương	pr42598660	47.0	9.1	3	4	2	20.9399560039259	105.764590332239	Hà Đông	Hà Nội
Căn hộ chung cư tại N04 - KĐT Đông Nam Trần Duy Hưng	pr41084191	94.0	7.2	2	2	-1	21.008878707885746	105.80025482177734	Cầu Giấy	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	pr42602044	50.0	8.5	3	4	2	21.0461205100482	105.811248164036	Ba Đình	Hà Nội
Nhà mặt phố tại đường Phan Đình Giót	pr42511459	60.0	13.5	4	4	2	20.9671393044644	105.764937357805	Hà Đông	Hà Nội
Căn hộ chung cư tại Thống Nhất Complex	pr42612000	95.0	7.9	3	2	2	20.998134360528073	105.80342324469258	Thanh Xuân	Hà Nội
Nhà riêng tại đường Kim Giang	pr41210075	40.0	7.3	5	5	2	20.9791921639578	105.821113373191	Hoàng Mai	Hà Nội
Nhà riêng tại đường Tư Đình	pr42027055	55.0	14.8	4	5	2	21.0287430494634	105.884013153186	Long Biên	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	pr42556492	36.0	9.5	4	5	-1	21.0398257500554	105.827857578081	Ba Đình	Hà Nội
Nhà riêng tại đường Phố Trạm	pr42646096	83.0	8.6	5	5	2	21.0267110332173	105.892793733484	Long Biên	Hà Nội
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	pr41381194	125.0	8.4	3	2	2	21.006311416626	105.807479858398	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Eurowindow Multi Complex	pr42125608	100.0	7.1	3	2	2	21.010860693907578	105.79970159614504	Cầu Giấy	Hà Nội
Nhà riêng tại phố Hoàng Cầu	pr42600942	75.0	22.0	4	3	2	21.0166547570552	105.822486418445	Đống Đa	Hà Nội
Nhà riêng tại phố Quan Nhân	pr42587552	52.0	12.7	4	4	2	21.0036320372722	105.811063379713	Thanh Xuân	Hà Nội
Nhà riêng tại phường Bồ Đề	pr42469942	50.0	13.0	4	3	2	21.0377478794758	105.87287550736	Long Biên	Hà Nội
Nhà riêng tại đường Phố Trạm	pr42632408	58.0	16.5	5	6	2	21.026164714473	105.893042630045	Long Biên	Hà Nội
Căn hộ chung cư tại Mipec Rubik 360	pr42596899	108.0	10.4	3	2	2	21.03713310151355	105.7863320706628	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lai Xá	pr42635852	42.0	10.5	4	4	2	21.0653643405608	105.716296806779	Hoài Đức	Hà Nội
Nhà riêng tại đường An Dương Vương	pr42269549	39.2	8.1	4	6	2	21.084171650355003	105.80691110226434	Tây Hồ	Hà Nội
Nhà riêng tại đường Bồ Đề	pr40999505	60.0	11.5	4	3	2	21.0379866921422	105.872049585906	Long Biên	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	pr40930541	103.0	9.0	3	3	2	21.0667156943803	105.826482553776	Tây Hồ	Hà Nội
Nhà riêng tại đường Nguyễn Xiển	pr41050068	45.0	16.87	4	4	2	20.9871919532604	105.806561793	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Golden Park Tower	pr42530155	136.0	11.6	3	2	2	21.027154483825	105.788099399366	Cầu Giấy	Hà Nội
Nhà riêng tại phường Khương Đình	pr42657414	35.0	7.7	4	3	2	20.9898650672373	105.820343836673	Thanh Xuân	Hà Nội
Nhà riêng tại phường Thạch Bàn	pr42622337	46.0	8.8	3	4	2	21.0209829695281	105.917965426007	Long Biên	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr42463283	96.0	11.5	6	5	2	21.0494949941855	105.883415947426	Long Biên	Hà Nội
Nhà riêng tại đường Kim Ngưu	pr42626799	44.0	7.25	4	3	2	21.0052753187748	105.861602827804	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Định Công Hạ	pr42608115	60.0	9.8	4	4	2	20.9828557435771	105.82746028943	Hoàng Mai	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42618169	31.0	7.1	3	4	2	21.0608836615655	105.809174935518	Tây Hồ	Hà Nội
Nhà riêng tại đường Kim Giang	pr42524663	45.0	12.5	5	6	2	20.9638178440518	105.818177889537	Thanh Trì	Hà Nội
Nhà riêng tại đường Nguyễn Văn Lộc	pr41573523	49.6	15.8	3	3	2	20.9855674703696	105.785780657943	Hà Đông	Hà Nội
Căn hộ chung cư tại Golden Land	pr42633544	132.0	9.25	3	2	2	20.99427224862982	105.80666970491234	Thanh Xuân	Hà Nội
Nhà riêng tại phố Đại La	pr42624078	45.0	7.5	4	4	2	20.9979569704293	105.84460030448	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Tân Mai	pr42624559	45.0	12.0	4	5	2	20.9837969543496	105.848008135793	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Hateco Laroma	pr42476635	137.0	18.0	3	2	2	21.02022216628258	105.80767980849436	Đống Đa	Hà Nội
Nhà riêng tại đường Phạm Văn Đồng	pr42627471	60.0	15.5	6	5	2	21.0421361814313	105.7809497573	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trương Định	pr42591932	60.0	9.3	4	5	2	20.993667976539	105.846828860935	Hoàng Mai	Hà Nội
Nhà riêng tại đường Dương Văn Bé	pr42578868	47.0	11.35	5	4	2	20.9958357380648	105.873724581356	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Khương Đình	pr42611972	40.0	8.6	3	3	2	20.9911561784726	105.813240364734	Thanh Xuân	Hà Nội
Căn hộ chung cư tại MD Complex Mỹ Đình	pr42577762	158.0	9.1	3	2	2	21.029420822702452	105.761825004568	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Trường Chinh	pr42193401	61.0	14.0	4	3	2	20.9983207134612	105.8376701273	Đống Đa	Hà Nội
Căn hộ chung cư tại Vinhomes Skylake	pr38137471	80.0	7.6	2	2	2	21.0201683044434	105.780754089355	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường 800A	pr42584068	50.0	17.5	6	6	2	21.0416823092417	105.801028268367	Cầu Giấy	Hà Nội
Nhà riêng tại phố Lê Thanh Nghị	pr42452981	55.5	16.5	6	5	2	21.0018697984587	105.846816398131	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Tòa nhà Petrowaco - 97 Láng Hạ	pr42589668	235.6	17.9	4	3	2	21.014495936959	105.814512163927	Đống Đa	Hà Nội
Nhà riêng tại đường Thạch Bàn	pr42343550	60.0	8.0	4	5	2	21.0249949121826	105.907962215945	Long Biên	Hà Nội
Nhà riêng tại đường Ngọc Hà	pr40024239	70.0	15.0	4	4	2	21.0377651	105.8300275	Ba Đình	Hà Nội
Nhà riêng tại đường Nguyễn Sơn	pr42558248	95.0	16.0	5	4	2	21.045353806725	105.88048470729	Long Biên	Hà Nội
Nhà riêng tại phố Kim Mã	pr41156022	60.0	11.9	5	4	2	21.0319421686778	105.825165486858	Ba Đình	Hà Nội
Nhà riêng tại phố Thái Hà	pr42498936	47.0	17.4	5	4	2	21.0128282826719	105.819958091572	Đống Đa	Hà Nội
Nhà riêng tại đường An Dương Vương	pr41777029	110.0	17.2	3	2	2	21.08953357082	105.804435601902	Tây Hồ	Hà Nội
Nhà riêng tại đường Đàm Quang Trung	pr42523601	45.0	9.2	3	5	2	21.0321153198481	105.900624506759	Long Biên	Hà Nội
Nhà riêng tại đường Trần Duy Hưng	pr42554167	56.4	20.0	6	5	2	21.0107582107352	105.799526309423	Cầu Giấy	Hà Nội
Nhà riêng tại đường Ngọc Thụy	pr42575635	70.0	8.8	4	4	2	21.0500745376623	105.86651850417	Long Biên	Hà Nội
Căn hộ chung cư tại Vinhomes Gardenia	pr41738949	75.2	7.37	2	2	2	21.0365676879883	105.760482788086	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Ngô Gia Khảm	pr41529708	70.0	19.5	4	4	2	21.0484928587374	105.878539598014	Long Biên	Hà Nội
Nhà riêng tại phường Liên Mạc	pr42617159	150.0	12.0	2	1	2	21.0852548798153	105.756609478286	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Định Công Thượng	pr42597686	47.0	7.8	4	5	-1	20.9784595748939	105.828374161171	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Handi Resco Lê Văn Lương	pr39839496	100.0	7.5	3	2	2	21.003768035236796	105.80266209718432	Thanh Xuân	Hà Nội
Nhà riêng tại phường Thạch Bàn	pr42611356	56.0	7.3	4	3	2	21.0207630435895	105.918088063863	Long Biên	Hà Nội
Căn hộ chung cư tại T-Place	pr40362097	72.0	14.4	3	2	2	21.02270451210201	105.8529384399491	Hoàn Kiếm	Hà Nội
Nhà riêng tại phố Doãn Kế Thiện	pr42299348	50.0	9.4	8	5	2	21.0408274472881	105.779024538686	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Lideco - Bắc Quốc lộ 32	pr41209614	84.0	15.0	5	6	2	21.06819213325292	105.71007224734132	Hoài Đức	Hà Nội
Căn hộ chung cư tại The Manor - Hà Nội	pr42590128	106.0	7.5	2	2	2	21.014203918873356	105.77673855181168	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại đường Thịnh Liệt	pr42573465	65.0	16.8	4	4	2	20.9711387387985	105.844451117667	Hoàng Mai	Hà Nội
Nhà riêng tại đường Vũ Trọng Phụng	pr42640121	33.0	7.1	3	4	2	20.9993644458418	105.807889840319	Thanh Xuân	Hà Nội
Nhà mặt phố tại phố Dịch Vọng Hậu	pr42529723	40.0	9.2	6	5	2	21.030908955362	105.786287823955	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Trần Phú	pr42582580	50.0	19.99	4	4	2	20.9747170641479	105.785525523907	Hà Đông	Hà Nội
Căn hộ chung cư tại The Manor - Hà Nội	pr42600169	100.0	8.2	2	2	2	21.014780227545543	105.77539020496305	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Láng	pr42308646	44.0	17.95	7	5	2	21.021574672778	105.800840733871	Đống Đa	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42655864	60.0	20.0	6	6	2	21.0537689302234	105.809123931487	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Eco Green City	pr42586616	95.0	13.8	3	2	2	20.9838197078143	105.80855035539182	Thanh Trì	Hà Nội
Nhà riêng tại đường Lãng Yên	pr42620723	62.0	20.0	5	6	2	21.0089923666926	105.866100540186	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Hà Nội Center Point	pr42624407	82.0	7.5	3	2	2	21.0049341325521	105.804926770677	Thanh Xuân	Hà Nội
Nhà riêng tại đường Kim Ngưu	pr42635263	35.0	7.0	3	4	2	21.0046737992821	105.86086211677	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Phố Lụa	pr42631486	60.0	14.7	5	5	2	20.9799523749147	105.774403259417	Hà Đông	Hà Nội
Nhà riêng tại đường La Tinh	pr42584105	79.0	8.0	2	2	2	20.9701811848493	105.720154247906	Hoài Đức	Hà Nội
Nhà riêng tại đường Tân Mai	pr41967255	43.1	7.95	5	4	2	20.9840559864533	105.850278229215	Hoàng Mai	Hà Nội
Căn hộ chung cư tại D’. El Dorado II	pr36292301	76.0	8.0	2	2	0	21.0707530975342	105.8095703125	Tây Hồ	Hà Nội
Nhà riêng tại phố Phùng Chí Kiên	pr42626507	60.0	20.0	6	6	2	21.04336221826	105.802505062276	Cầu Giấy	Hà Nội
Nhà riêng tại đường Văn Trì	pr42616059	38.0	7.5	5	6	2	21.0508178549568	105.741217459722	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phố Tạ Quang Bửu	pr41793054	42.0	13.8	3	3	2	21.0064724662462	105.846832395953	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại đường Cửu Việt 2	pr42428560	105.0	14.5	2	1	2	21.0101409218178	105.936482660472	Gia Lâm	Hà Nội
Nhà biệt thự, liền kề tại New House City	pr39446560	292.0	15.476	6	5	2	21.0032348632813	105.646186828613	Quốc Oai	Hà Nội
Nhà riêng tại phố Trần Quốc Hoàn	pr42299807	68.0	19.0	4	5	2	21.0415804269763	105.78596092007	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Văn Huyên	pr42650548	45.0	18.5	3	4	2	21.038154433675	105.797667823161	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Iris Garden	pr42602060	135.0	8.0	3	2	2	21.0317763268545	105.76091025434	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Đào Tấn	pr42219751	94.3	21.0	3	3	2	21.0327493068977	105.808863851036	Ba Đình	Hà Nội
Nhà riêng tại đường Trương Định	pr42470007	35.0	7.4	5	4	2	20.9950025293598	105.849879020612	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Kim Giang	pr42633342	120.0	17.8	4	3	2	20.9829237531082	105.815503243296	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đại Mỗ	pr42630896	45.0	9.7	4	4	2	20.9900611541071	105.76161629613	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Eco Dream Nguyễn Xiển	pr41449177	150.0	8.5	3	3	2	20.983062744140625	105.80908203125	Thanh Trì	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Dịch Vọng	pr42591139	110.0	7.5	3	2	2	21.029180177650137	105.79400882063456	Cầu Giấy	Hà Nội
Nhà riêng tại phố Trần Cung	pr42602444	60.0	18.5	4	3	2	21.0526514725638	105.78909212491	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Riverside Garden	pr42510028	126.0	8.5	3	2	2	20.989817437284632	105.81440465622728	Thanh Xuân	Hà Nội
Nhà riêng tại đường Ngọc Đại	pr42601465	58.0	11.2	5	5	2	20.9884704826915	105.770634820977	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Chí Thanh	pr42371289	46.0	15.7	5	4	2	21.0205862746169	105.80801370355	Đống Đa	Hà Nội
Nhà mặt phố tại phố Cự Lộc	pr42563922	40.0	13.9	3	5	2	21.0029824396003	105.812322926875	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr42633086	152.0	8.5	3	3	2	21.008864024286403	105.80348366677184	Cầu Giấy	Hà Nội
Nhà riêng tại đường Phúc Lợi	pr42455491	73.0	21.8	4	5	2	21.0384984514907	105.934661177373	Long Biên	Hà Nội
Căn hộ chung cư tại Vinata Tower	pr30632403	115.0	7.5	3	2	2	20.9965934753418	105.798934936523	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trần Duy Hưng	pr42656247	55.0	12.3	4	4	2	21.0105892384941	105.799543504788	Cầu Giấy	Hà Nội
